Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division,Water Company,Sewage Company
CR7 6YH,No,51.393491,-0.113836,531324,167738,TQ313677,2/1/1990 12:00:00 AM,8/1/2017 12:00:00 AM,46,,,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 6YJ,No,51.394696,-0.118889,530969,167863,TQ309678,7/1/1995 12:00:00 AM,9/1/2000 12:00:00 AM,41,,,"Therapia Lane",1.2,"Greater London","Croydon","",""
CR7 6YL,Yes,51.394414,-0.114200,531296,167840,TQ312678,7/1/1990 12:00:00 AM,,45,3,2,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 6YN,No,51.400247,-0.117928,531020,168482,TQ310684,7/1/1990 12:00:00 AM,9/1/2006 12:00:00 AM,42,,,"Thornton Heath",1.2,"Greater London","Croydon","",""
CR7 6YP,No,51.400393,-0.118037,531012,168498,TQ310684,2/1/1990 12:00:00 AM,2/1/2004 12:00:00 AM,42,,,"Thornton Heath",1.2,"Greater London","Croydon","",""
CR7 6YQ,No,51.394776,-0.114329,531286,167880,TQ312678,2/1/1990 12:00:00 AM,9/1/2020 12:00:00 AM,45,,,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 6YT,No,51.397694,-0.116883,531100,168200,TQ310681,2/1/1990 12:00:00 AM,12/1/1991 12:00:00 AM,43,,,"Thornton Heath",1.1,"Greater London","Croydon","",""
CR7 6YY,No,51.395333,-0.115470,531205,167940,TQ312679,2/1/1990 12:00:00 AM,7/1/2020 12:00:00 AM,45,,,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 6YZ,No,51.375716,-0.091863,532904,165801,TQ329658,6/1/1998 12:00:00 AM,9/1/2005 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 6ZP,No,51.394696,-0.118889,530969,167863,TQ309678,6/1/2000 12:00:00 AM,11/1/2000 12:00:00 AM,41,,,"Therapia Lane",1.2,"Greater London","Croydon","",""
CR7 6ZQ,No,51.375716,-0.091863,532904,165801,TQ329658,12/1/1997 12:00:00 AM,2/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 6ZR,No,51.375716,-0.091863,532904,165801,TQ329658,12/1/1997 12:00:00 AM,2/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 6ZS,No,51.394975,-0.115557,531200,167900,TQ311678,12/1/1997 12:00:00 AM,10/1/2000 12:00:00 AM,44,,,"Thornton Heath",1.1,"Greater London","Croydon","",""
CR7 6ZT,No,51.394724,-0.118945,530965,167866,TQ309678,12/1/1997 12:00:00 AM,12/1/1998 12:00:00 AM,41,,,"Therapia Lane",1.2,"Greater London","Croydon","",""
CR7 6ZU,No,51.375716,-0.091863,532904,165801,TQ329658,6/1/1997 12:00:00 AM,3/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 6ZW,No,51.394724,-0.118945,530965,167866,TQ309678,6/1/1997 12:00:00 AM,12/1/1998 12:00:00 AM,41,,,"Therapia Lane",1.2,"Greater London","Croydon","",""
CR7 6ZX,No,51.394724,-0.118945,530965,167866,TQ309678,6/1/1997 12:00:00 AM,12/1/1998 12:00:00 AM,41,,,"Therapia Lane",1.2,"Greater London","Croydon","",""
CR7 7AA,Yes,51.394961,-0.094660,532654,167936,TQ326679,7/1/1990 12:00:00 AM,,48,98,32,"Selhurst",0.5,"Greater London","Croydon","Thames Water",""
CR7 7AB,Yes,51.395547,-0.096386,532532,167998,TQ325679,7/1/1990 12:00:00 AM,,48,74,41,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7AD,Yes,51.394651,-0.094957,532634,167901,TQ326679,7/1/1990 12:00:00 AM,,48,67,29,"Selhurst",0.4,"Greater London","Croydon","Thames Water",""
CR7 7AE,Yes,51.395375,-0.096925,532495,167978,TQ324679,7/1/1990 12:00:00 AM,,48,52,21,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7AF,Yes,51.395989,-0.098179,532406,168044,TQ324680,7/1/1990 12:00:00 AM,,48,37,14,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7AG,Yes,51.396766,-0.099487,532313,168128,TQ323681,7/1/1990 12:00:00 AM,,48,83,23,"Thornton Heath",0.2,"Greater London","Croydon","Thames Water",""
CR7 7AH,Yes,51.396662,-0.100278,532258,168115,TQ322681,7/1/1990 12:00:00 AM,,47,27,12,"Thornton Heath",0.2,"Greater London","Croydon","Thames Water",""
CR7 7AJ,Yes,51.397813,-0.100806,532218,168242,TQ322682,7/1/1990 12:00:00 AM,,49,43,20,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7AL,Yes,51.394414,-0.096404,532534,167872,TQ325678,7/1/1990 12:00:00 AM,,48,149,65,"Selhurst",0.5,"Greater London","Croydon","Thames Water",""
CR7 7AN,No,51.396405,-0.107721,531741,168073,TQ317680,1/1/1995 12:00:00 AM,12/1/1998 12:00:00 AM,46,,,"Thornton Heath",0.6,"Greater London","Croydon","",""
CR7 7AP,Yes,51.395249,-0.098023,532419,167962,TQ324679,7/1/1990 12:00:00 AM,,48,90,34,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7AQ,Yes,51.397709,-0.099444,532313,168233,TQ323682,7/1/1990 12:00:00 AM,,51,29,12,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7AR,No,51.396405,-0.107721,531741,168073,TQ317680,1/1/1995 12:00:00 AM,9/1/2000 12:00:00 AM,46,,,"Thornton Heath",0.6,"Greater London","Croydon","",""
CR7 7AS,Yes,51.391698,-0.106406,531846,167552,TQ318675,7/1/1990 12:00:00 AM,,47,20,18,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7AT,No,51.396405,-0.107721,531741,168073,TQ317680,6/1/1999 12:00:00 AM,9/1/2000 12:00:00 AM,46,,,"Thornton Heath",0.6,"Greater London","Croydon","",""
CR7 7AU,Yes,51.396316,-0.097792,532432,168081,TQ324680,7/1/1990 12:00:00 AM,,48,53,24,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7AW,Yes,51.397481,-0.099741,532293,168207,TQ322682,7/1/1990 12:00:00 AM,,50,140,54,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7AX,Yes,51.393101,-0.097551,532458,167724,TQ324677,7/1/1990 12:00:00 AM,,48,74,27,"Selhurst",0.5,"Greater London","Croydon","Thames Water",""
CR7 7AY,Yes,51.394387,-0.098101,532416,167866,TQ324678,7/1/1990 12:00:00 AM,,47,83,33,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7AZ,Yes,51.394083,-0.098200,532410,167832,TQ324678,7/1/1990 12:00:00 AM,,46,105,33,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7BA,Yes,51.396290,-0.103413,532041,168068,TQ320680,7/1/1990 12:00:00 AM,,45,104,36,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BB,Yes,51.396132,-0.103064,532066,168051,TQ320680,7/1/1990 12:00:00 AM,,44,101,37,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BD,Yes,51.395524,-0.101619,532168,167986,TQ321679,7/1/1990 12:00:00 AM,,45,92,28,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BE,Yes,51.395077,-0.107905,531732,167925,TQ317679,7/1/1990 12:00:00 AM,,46,106,41,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7BF,Yes,51.394839,-0.107685,531748,167899,TQ317678,7/1/1990 12:00:00 AM,,46,108,45,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7BG,Yes,51.394797,-0.103418,532045,167902,TQ320679,7/1/1990 12:00:00 AM,,46,93,31,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7BH,Yes,51.395551,-0.102768,532088,167987,TQ320679,7/1/1990 12:00:00 AM,,45,89,29,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7BJ,Yes,51.394881,-0.103040,532071,167912,TQ320679,7/1/1990 12:00:00 AM,,46,104,29,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7BL,Yes,51.395680,-0.101282,532191,168004,TQ321680,7/1/1990 12:00:00 AM,,45,75,27,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BN,Yes,51.395610,-0.099718,532300,167999,TQ323679,7/1/1990 12:00:00 AM,,46,70,20,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BP,Yes,51.395680,-0.099069,532345,168008,TQ323680,7/1/1990 12:00:00 AM,,47,45,14,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7BQ,Yes,51.394823,-0.100556,532244,167910,TQ322679,7/1/1990 12:00:00 AM,,45,79,44,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7BR,Yes,51.393937,-0.102519,532110,167808,TQ321678,7/1/1990 12:00:00 AM,,47,129,65,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7BS,Yes,51.393561,-0.098696,532377,167773,TQ323677,7/1/1990 12:00:00 AM,,46,121,40,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7BT,Yes,51.393212,-0.099386,532330,167733,TQ323677,7/1/1990 12:00:00 AM,,46,87,32,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7BU,Yes,51.394174,-0.099922,532290,167839,TQ322678,7/1/1990 12:00:00 AM,,45,61,23,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7BW,Yes,51.393279,-0.101856,532158,167736,TQ321677,7/1/1990 12:00:00 AM,,45,117,38,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7BX,No,51.396405,-0.107721,531741,168073,TQ317680,1/1/1995 12:00:00 AM,12/1/1998 12:00:00 AM,46,,,"Thornton Heath",0.6,"Greater London","Croydon","",""
CR7 7BY,Yes,51.394225,-0.099172,532342,167846,TQ323678,7/1/1990 12:00:00 AM,,45,41,14,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7BZ,Yes,51.393148,-0.101531,532181,167722,TQ321677,7/1/1990 12:00:00 AM,,45,112,40,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DA,Yes,51.398284,-0.105487,531891,168286,TQ318682,7/1/1990 12:00:00 AM,,45,124,48,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7DB,Yes,51.398390,-0.105957,531858,168297,TQ318682,7/1/1990 12:00:00 AM,,44,141,56,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7DD,Yes,51.397398,-0.107996,531719,168183,TQ317681,7/1/1990 12:00:00 AM,,45,58,20,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DE,Yes,51.398327,-0.107038,531783,168288,TQ317682,7/1/1990 12:00:00 AM,,44,101,35,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DF,Yes,51.398459,-0.107435,531755,168302,TQ317683,7/1/1990 12:00:00 AM,,43,110,37,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DG,Yes,51.397374,-0.106505,531823,168183,TQ318681,7/1/1990 12:00:00 AM,,45,92,34,"Thornton Heath",0.4,"Greater London","Croydon","Thames Water",""
CR7 7DH,Yes,51.396929,-0.107326,531767,168132,TQ317681,7/1/1990 12:00:00 AM,,46,61,19,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DJ,Yes,51.397291,-0.106937,531793,168173,TQ317681,7/1/1990 12:00:00 AM,,45,70,22,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DL,Yes,51.396971,-0.108244,531703,168135,TQ317681,7/1/1990 12:00:00 AM,,46,79,25,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DN,Yes,51.398056,-0.109206,531633,168254,TQ316682,7/1/1990 12:00:00 AM,,43,40,13,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DP,Yes,51.396869,-0.108608,531678,168123,TQ316681,7/1/1990 12:00:00 AM,,46,83,24,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DQ,Yes,51.397918,-0.109542,531610,168238,TQ316682,7/1/1990 12:00:00 AM,,44,72,21,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DR,Yes,51.398822,-0.110410,531547,168337,TQ315683,7/1/1990 12:00:00 AM,,44,47,18,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7DS,Yes,51.398323,-0.108490,531682,168285,TQ316682,7/1/1990 12:00:00 AM,,43,37,13,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DT,Yes,51.398895,-0.107130,531775,168351,TQ317683,7/1/1990 12:00:00 AM,,43,63,22,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DU,Yes,51.399025,-0.108519,531678,168363,TQ316683,7/1/1990 12:00:00 AM,,43,129,38,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DW,Yes,51.399229,-0.108870,531653,168385,TQ316683,7/1/1990 12:00:00 AM,,43,84,30,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DX,Yes,51.398864,-0.108022,531713,168346,TQ317683,7/1/1990 12:00:00 AM,,43,84,33,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7DY,Yes,51.399345,-0.109382,531617,168397,TQ316683,7/1/1990 12:00:00 AM,,43,70,25,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7DZ,Yes,51.399713,-0.109353,531618,168438,TQ316684,7/1/1990 12:00:00 AM,,43,123,37,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7EA,Yes,51.394854,-0.106894,531803,167902,TQ318679,7/1/1990 12:00:00 AM,,46,78,29,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7EB,Yes,51.393527,-0.107739,531748,167753,TQ317677,7/1/1990 12:00:00 AM,,47,68,30,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7ED,Yes,51.393554,-0.107149,531789,167757,TQ317677,7/1/1990 12:00:00 AM,,46,101,35,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7EE,Yes,51.394881,-0.107482,531762,167904,TQ317679,7/1/1990 12:00:00 AM,,46,63,25,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7EF,Yes,51.393536,-0.108285,531710,167753,TQ317677,7/1/1990 12:00:00 AM,,47,104,36,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
CR7 7EG,Yes,51.393273,-0.105349,531915,167729,TQ319677,7/1/1990 12:00:00 AM,,46,89,33,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7EH,Yes,51.393250,-0.106144,531860,167725,TQ318677,7/1/1990 12:00:00 AM,,45,131,53,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7EJ,Yes,51.392544,-0.106975,531804,167645,TQ318676,7/1/1990 12:00:00 AM,,46,44,20,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
CR7 7EL,Yes,51.392286,-0.106626,531829,167617,TQ318676,7/1/1990 12:00:00 AM,,47,89,29,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
CR7 7EN,Yes,51.390921,-0.105619,531903,167467,TQ319674,7/1/1990 12:00:00 AM,,49,106,39,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7EP,Yes,51.392667,-0.104584,531970,167663,TQ319676,7/1/1990 12:00:00 AM,,48,101,40,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7EQ,Yes,51.395174,-0.104469,531971,167942,TQ319679,7/1/1990 12:00:00 AM,,46,152,72,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7ER,Yes,51.394839,-0.104842,531946,167904,TQ319679,7/1/1990 12:00:00 AM,,47,141,56,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7ES,Yes,51.389387,-0.106415,531852,167295,TQ318672,7/1/1990 12:00:00 AM,,48,38,13,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7ET,Yes,51.392696,-0.105244,531924,167665,TQ319676,7/1/1990 12:00:00 AM,,48,114,42,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7EU,Yes,51.389652,-0.106677,531833,167324,TQ318673,7/1/1990 12:00:00 AM,,48,30,11,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7EW,Yes,51.390796,-0.106256,531859,167452,TQ318674,7/1/1990 12:00:00 AM,,49,106,35,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7EX,Yes,51.391906,-0.104816,531956,167578,TQ319675,7/1/1990 12:00:00 AM,,48,119,28,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
CR7 7EY,Yes,51.394475,-0.105731,531885,167862,TQ318678,7/1/1990 12:00:00 AM,,46,124,37,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7EZ,Yes,51.394583,-0.106276,531847,167873,TQ318678,7/1/1990 12:00:00 AM,,46,182,53,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7FA,Yes,51.391087,-0.103672,532038,167489,TQ320674,12/1/1995 12:00:00 AM,,49,186,47,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7FB,No,51.375716,-0.091863,532904,165801,TQ329658,12/1/1995 12:00:00 AM,1/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7FD,No,51.375716,-0.091863,532904,165801,TQ329658,6/1/2001 12:00:00 AM,3/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7FE,No,51.375716,-0.091863,532904,165801,TQ329658,12/1/1995 12:00:00 AM,2/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7FF,Yes,51.388331,-0.110081,531600,167171,TQ315671,6/1/2010 12:00:00 AM,,50,226,90,"Ampere Way",1.2,"Greater London","Croydon","Thames Water",""
CR7 7FG,Yes,51.397116,-0.102764,532084,168161,TQ320681,4/1/2017 12:00:00 AM,,45,,,"Thornton Heath",0.2,"Greater London","Croydon","Thames Water",""
CR7 7FH,No,51.396405,-0.107721,531741,168073,TQ317680,6/1/1999 12:00:00 AM,6/1/2000 12:00:00 AM,46,,,"Thornton Heath",0.6,"Greater London","Croydon","",""
CR7 7FJ,No,51.378068,-0.113291,531406,166024,TQ314660,8/1/2003 12:00:00 AM,12/1/2018 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water","Thames Water"
CR7 7FL,Yes,51.394767,-0.109301,531636,167888,TQ316678,3/1/2019 12:00:00 AM,,48,,,"Thornton Heath",0.7,"Greater London","Croydon","",""
CR7 7FP,Yes,51.397136,-0.106213,531844,168157,TQ318681,12/1/2019 12:00:00 AM,,45,,,"Thornton Heath",0.4,"Greater London","Croydon","",""
CR7 7GB,No,51.398231,-0.099452,532311,168291,TQ323682,12/1/1995 12:00:00 AM,8/1/2002 12:00:00 AM,52,,,"Thornton Heath",0.1,"Greater London","Croydon","",""
CR7 7GE,No,51.378068,-0.113291,531406,166024,TQ314660,6/1/2000 12:00:00 AM,11/1/2017 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water","Thames Water"
CR7 7GG,No,51.398196,-0.101710,532154,168283,TQ321682,12/1/1995 12:00:00 AM,3/1/2004 12:00:00 AM,47,,,"Thornton Heath",0.1,"Greater London","Croydon","",""
CR7 7GL,No,51.375716,-0.091863,532904,165801,TQ329658,12/1/1995 12:00:00 AM,2/1/2006 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7GQ,No,51.375716,-0.091863,532904,165801,TQ329658,8/1/2006 12:00:00 AM,7/1/2007 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7GU,No,51.375716,-0.091863,532904,165801,TQ329658,6/1/2001 12:00:00 AM,9/1/2005 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7GY,Yes,51.387642,-0.110253,531590,167094,TQ315670,3/1/2009 12:00:00 AM,,49,78,34,"Ampere Way",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HA,Yes,51.392244,-0.109575,531624,167607,TQ316676,7/1/1990 12:00:00 AM,,46,47,18,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7HB,Yes,51.389743,-0.108427,531711,167331,TQ317673,7/1/1990 12:00:00 AM,,48,99,30,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HD,Yes,51.390569,-0.108307,531717,167423,TQ317674,7/1/1990 12:00:00 AM,,48,72,28,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7HE,Yes,51.389908,-0.108047,531737,167350,TQ317673,7/1/1990 12:00:00 AM,,48,76,21,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HF,Yes,51.391432,-0.109436,531636,167517,TQ316675,7/1/1990 12:00:00 AM,,48,91,27,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7HG,Yes,51.391451,-0.108903,531673,167520,TQ316675,7/1/1990 12:00:00 AM,,48,93,28,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7HH,No,51.388412,-0.110624,531562,167179,TQ315671,1/1/1995 12:00:00 AM,2/1/2004 12:00:00 AM,50,,,"Ampere Way",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HJ,Yes,51.391605,-0.108437,531705,167538,TQ317675,7/1/1990 12:00:00 AM,,48,97,33,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7HL,Yes,51.388075,-0.109218,531661,167144,TQ316671,7/1/1990 12:00:00 AM,,49,85,37,"West Croydon",1.2,"Greater London","Croydon","Thames Water",""
CR7 7HN,Yes,51.388291,-0.108157,531734,167170,TQ317671,7/1/1990 12:00:00 AM,,49,51,33,"West Croydon",1.2,"Greater London","Croydon","Thames Water",""
CR7 7HP,Yes,51.388091,-0.110824,531549,167143,TQ315671,9/1/1991 12:00:00 AM,,49,52,30,"Ampere Way",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HQ,Yes,51.388160,-0.111140,531527,167150,TQ315671,7/1/1990 12:00:00 AM,,48,11,5,"Ampere Way",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HR,Yes,51.391756,-0.111650,531481,167549,TQ314675,7/1/1990 12:00:00 AM,,47,125,38,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HS,Yes,51.392844,-0.112784,531399,167668,TQ313676,7/1/1990 12:00:00 AM,,46,79,40,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HT,Yes,51.396515,-0.108996,531652,168083,TQ316680,7/1/1990 12:00:00 AM,,46,29,26,"Thornton Heath",0.6,"Greater London","Croydon","Thames Water",""
CR7 7HU,Yes,51.392185,-0.113174,531374,167594,TQ313675,7/1/1990 12:00:00 AM,,47,80,42,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HW,Yes,51.393038,-0.113639,531339,167688,TQ313676,7/1/1990 12:00:00 AM,,46,16,5,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HX,Yes,51.392253,-0.112377,531429,167603,TQ314676,7/1/1990 12:00:00 AM,,47,62,25,"Thornton Heath",1.1,"Greater London","Croydon","Thames Water",""
CR7 7HY,Yes,51.392383,-0.111481,531491,167619,TQ314676,7/1/1990 12:00:00 AM,,46,49,17,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7HZ,Yes,51.392840,-0.111393,531496,167670,TQ314676,7/1/1990 12:00:00 AM,,46,101,34,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7JA,Yes,51.398134,-0.101784,532149,168276,TQ321682,7/1/1990 12:00:00 AM,,47,56,16,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7JB,Yes,51.397392,-0.104245,531980,168189,TQ319681,7/1/1990 12:00:00 AM,,47,148,82,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7JD,Yes,51.396212,-0.107470,531759,168052,TQ317680,7/1/1990 12:00:00 AM,,46,77,30,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7JE,Yes,51.395212,-0.110145,531576,167936,TQ315679,7/1/1990 12:00:00 AM,,46,166,26,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
CR7 7JF,Yes,51.394136,-0.112616,531407,167812,TQ314678,7/1/1990 12:00:00 AM,,46,106,31,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7JG,Yes,51.398231,-0.099452,532311,168291,TQ323682,7/1/1990 12:00:00 AM,,52,20,8,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7JH,Yes,51.397290,-0.103533,532030,168179,TQ320681,7/1/1990 12:00:00 AM,,45,56,31,"Thornton Heath",0.3,"Greater London","Croydon","Thames Water",""
CR7 7JJ,Yes,51.397798,-0.101557,532166,168239,TQ321682,7/1/1990 12:00:00 AM,,47,29,10,"Thornton Heath",0.1,"Greater London","Croydon","Thames Water",""
CR7 7JL,Yes,51.396123,-0.106413,531833,168044,TQ318680,7/1/1990 12:00:00 AM,,46,71,10,"Thornton Heath",0.5,"Greater London","Croydon","Thames Water",""
CR7 7JN,Yes,51.395100,-0.109359,531631,167925,TQ316679,7/1/1990 12:00:00 AM,,46,132,69,"Thornton Heath",0.7,"Greater London","Croydon","Thames Water",""
CR7 7JP,Yes,51.393766,-0.112502,531416,167771,TQ314677,7/1/1990 12:00:00 AM,,46,58,32,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7JQ,Yes,51.390430,-0.106962,531811,167410,TQ318674,7/1/1990 12:00:00 AM,,48,51,16,"Thornton Heath",1.0,"Greater London","Croydon","Thames Water",""
CR7 7JR,Yes,51.391512,-0.107147,531795,167530,TQ317675,7/1/1990 12:00:00 AM,,48,91,31,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7JS,No,51.375716,-0.091863,532904,165801,TQ329658,6/1/2000 12:00:00 AM,3/1/2004 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR7 7JT,Yes,51.394129,-0.111035,531517,167814,TQ315678,7/1/1990 12:00:00 AM,,47,36,22,"Thornton Heath",0.9,"Greater London","Croydon","Thames Water",""
CR7 7JU,Yes,51.392846,-0.108457,531700,167676,TQ317676,7/1/1990 12:00:00 AM,,47,81,26,"Thornton Heath",0.8,"Greater London","Croydon","Thames Water",""
