Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
SE21 8SQ,Yes,51.432231,-0.084978,533219,172098,TQ332720,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033B","Urban major conurbation",London,53,3,E01003946,,E02000839,"Sydenham Hill",E43000218,E00019879,E14000673,16984,1,1,2022-11-26,"Sydenham Hill",0.325758,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWJ8+V2,56500,"","London","Inner London - East","Lewisham and Southwark","10025365776,10090287610,200003468831",34.4721
SE21 8SR,Yes,51.438362,-0.090952,532786,172769,TQ327727,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",28,12,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,39,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019874,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.263227,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ5+8J,56500,"","London","Inner London - East","Lewisham and Southwark","200003436245,200003436246,200003436247,200003436248,200003436249,200003436250,200003436251,200003436252,200003436253,200003436254,200003436255,200003436256,200003497998",34.8393
SE21 8SS,Yes,51.439689,-0.091817,532722,172915,TQ327729,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",113,52,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,36,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019871,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.118258,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ5+V7,56500,"","London","Inner London - East","Lewisham and Southwark","200003436315,200003436316,200003436317,200003436318,200003436319,200003436320,200003436321,200003436322,200003436323,200003436324,200003436325,200003436326,200003436327,200003436328,200003436329,200003436330,200003436331,200003436332,200003436333,200003436334,200003436335,200003436336,200003436337,200003436338,200003436339,200003436340,200003436341,200003436342,200003436343,200003436344,200003436345,200003436346,200003436347,200003436348,200003436349,200003436350,200003436351,200003436352,200003436353,200003436354,200003436355,200003436356,200003436357,200003436358,200003436359,200003436360,200003436361,200003436362,200003436363,200003436364,200003436365,200003436366,200003436367,200003436368,200003436369,200003497999",34.891
SE21 8ST,No,51.440458,-0.092102,532700,173000,TQ326729,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,1990-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,36,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019871,E14000673,17898,8,0,2022-11-26,"West Dulwich",0.0581746,SE,SE21,"Metropolitan Police","",9C3XCWR5+55,56500,"","London","Inner London - East","Lewisham and Southwark","",34.9063
SE21 8SU,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-06-01,2011-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8SW,Yes,51.436561,-0.090250,532840,172570,TQ328725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",27,10,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,42,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019875,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.468234,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP5+JW,56500,"","London","Inner London - East","Lewisham and Southwark","10009790405,10009791596,10025481931,10094744618,200003436061,200003436062,200003436063,200003436064,200003436257,200003436258,200003436259,200003436260,200003436261,200003436262,200003436263,200003436395,200003436401,200003436402,200003436405,200003436426",34.8027
SE21 8SX,Yes,51.439748,-0.093182,532627,172919,TQ326729,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",61,27,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,36,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015982,E14000673,12526,1,0,2022-11-26,"West Dulwich",0.165241,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ4+VP,55900,"","London","Inner London - East","Lambeth","100021866270,100021866271,100021866272,100021866273,100021866274,100021866275,100021866276,100021866277,100021866278,100021866279,100021866280,100021866281,100021866282,100021866283,100021866284,100021866285,100021866286,100021866287,100021866288,100021866289,100021866290,100021866291,100021866292,100021866293,100021866294,100021866295,100021866296",34.9851
SE21 8SY,Yes,51.438895,-0.092728,532661,172825,TQ326728,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",66,30,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,37,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015982,E14000673,12526,1,0,2022-11-26,"West Dulwich",0.223137,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ4+HW,55900,"","London","Inner London - East","Lambeth","10025504033,100021866237,100021866238,100021866239,100021866240,100021866241,100021866242,100021866243,100021866244,100021866245,100021866246,100021866247,100021866248,100021866249,100021866250,100021866251,100021866252,100021866253,100021866254,100021866255,100021866256,100021866257,100021866258,100021866259,100021866260,100021866261,100021866262,100021866263,100021866264,100021866265,100021866266,100021866267,100021866268,100021866269",34.9588
SE21 8SZ,Yes,51.436586,-0.091201,532774,172571,TQ327725,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",31,13,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,41,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015991,E14000673,12526,1,0,2022-11-26,"West Dulwich",0.459119,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP5+JG,55900,"","London","Inner London - East","Lambeth","10008785480,10015383046,10025188394,10025831654,10090196588,10092001694,10093378362,10093378363,10093378364,10093378365,10093378366,10093378367,10093378368,10093378369,10093378370,10093378371,10093378372,10093378373,10093378374,10093378375,10093378376,100021830376,100021830377,100021830378,100021830379,100021830380,100021830381,100021830382,100021830383,100021830384,100021830385,100021830386,100021830387,100021830388,100021830389,100021830390,100023252662,100023252935,100023252938,100023252942,100023571528,200000460923",34.8683
SE21 8TA,No,51.435965,-0.092289,532700,172500,TQ326724,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,1996-06-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,41,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015991,E14000673,12526,8,1,2022-11-26,"West Dulwich",0.531784,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP5+93,55900,"","London","Inner London - East","Lambeth","",34.9479
SE21 8TB,No,51.435965,-0.092289,532700,172500,TQ326724,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1994-05-01,1995-01-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,41,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015991,E14000673,12526,8,1,2022-11-26,"West Dulwich",0.531784,SE,SE21,"Metropolitan Police","",9C3XCWP5+93,55900,"","London","Inner London - East","Lambeth","",34.9479
SE21 8UZ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2007-08-01,2008-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WA,No,51.436710,-0.092229,532702,172583,TQ327725,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1999-12-01,2001-02-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 025B","Urban major conurbation",London,41,3,E01003165,,E02000642,"West Dulwich",E43000212,E00015991,E14000673,12526,6,1,2022-11-26,"West Dulwich",0.449133,SE,SE21,"Metropolitan Police","",9C3XCWP5+M4,55900,"","London","Inner London - East","Lambeth","",34.9385
SE21 8WB,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2010-06-01,2013-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WD,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1999-06-01,2001-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WE,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1999-06-01,2004-03-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WF,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1999-06-01,2006-04-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WG,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1999-06-01,2006-02-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WH,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1998-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WJ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-10-01,2005-11-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WL,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-06-01,2007-03-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WN,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1998-06-01,2004-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WP,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2006-04-01,2007-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WQ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-04-01,2004-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WR,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WS,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-11-01,2012-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WT,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-09-01,2006-01-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WU,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-11-01,2009-03-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WW,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-05-01,2007-07-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WX,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-04-01,2004-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WY,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1997-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8WZ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2006-10-01,2007-11-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XA,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1995-01-01,2006-11-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XB,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1995-07-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XD,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2004-01-01,2010-02-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XE,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XF,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2007-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XG,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2018-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XH,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-06-01,2005-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XJ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-12-01,2007-11-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XL,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2002-06-01,2003-09-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,5,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XN,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2003-10-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XP,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2004-07-01,2006-01-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XQ,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-02-01,2008-06-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XR,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-03-01,2006-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XS,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-03-01,2006-04-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 8XT,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2005-06-01,2007-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
